"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","54","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","54","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","104","12","2","153.017639","0","936"
"/Game/Security/MAT_ButtonInner.MAT_ButtonInner","0","35","7","1","33.620430","0","207"
"/Game/Security/Assets/M_Camera.M_Camera","0","4","4","1","4.551986","0","7"
"/Game/Rooms/wheel_Mat.wheel_Mat","0","14","4","1","26.074989","0","74"
"/Game/Rooms/CAM0/Cam0_BG_Mat.Cam0_BG_Mat","0","14","5","1","26.079372","0","38"
"/Game/Rooms/Office/Mats/None_Mat.None_Mat","0","18","3","1","41.724224","0","75"
"/Game/Rooms/CAM0/Cam0_CHONKER_Mat.Cam0_CHONKER_Mat","0","28","2","1","36.522610","0","165"
"/Game/Rooms/CAM0/Cam0_FG_Mat.Cam0_FG_Mat","0","28","3","1","36.823429","0","143"
"/Game/Rooms/CAM1/Cam01_BG_Mat.Cam01_BG_Mat","0","14","6","1","24.471067","0","56"
"/Game/Rooms/CAM1/Cam01_CHONKER_Mat.Cam01_CHONKER_Mat","0","28","5","1","46.486580","0","114"
"/Game/Light/M_FlickFast.M_FlickFast","0","35","6","1","38.381382","0","265"
"/Game/Light/M_FlickSlow.M_FlickSlow","0","35","1","1","35.244144","0","217"
"/Game/Rooms/CAM1/Cam01_FG_Mat.Cam01_FG_Mat","0","28","8","1","42.481380","0","169"
"/Game/Rooms/CAM2/Cam02_FGv3V2_Mat.Cam02_FGv3V2_Mat","0","28","4","1","35.840748","0","240"
"/Game/Rooms/CAM2/Cam02_BG_Mat.Cam02_BG_Mat","0","28","7","1","37.629745","0","206"
"/Game/Rooms/CAM2/Cam02_CHONKER_Mat.Cam02_CHONKER_Mat","0","28","8","1","37.663521","0","145"
"/Game/Rooms/CAM2/Cam02_FG_Mat.Cam02_FG_Mat","0","28","9","1","42.009178","0","164"
"/Game/Rooms/Office/OfficeDoorv2_Mat.OfficeDoorv2_Mat","0","28","6","1","38.863544","0","136"
"/Game/Rooms/Office/Mats/TransculentBrick_Mat.TransculentBrick_Mat","0","18","7","1","32.919521","0","61"
"/Game/Rooms/CAM2/Cam02_FGv2_Mat.Cam02_FGv2_Mat","0","28","3","1","34.695576","0","137"
"/Game/Rooms/CAM2/Cam02_FGv3V1_Mat.Cam02_FGv3V1_Mat","0","28","8","1","36.926857","0","74"
"/Game/Rooms/CAM3/Cam03_BG_Mat.Cam03_BG_Mat","0","28","6","1","37.946857","0","184"
"/Game/Rooms/Office/OfficeRightv2_CHONKER_Mat.OfficeRightv2_CHONKER_Mat","0","28","1","1","38.029911","0","132"
"/Game/Rooms/CAM3/Cam03_BGv2_Mat.Cam03_BGv2_Mat","0","28","1","1","38.710327","0","136"
"/Game/Rooms/CAM2/Cam02_FGv4_Mat.Cam02_FGv4_Mat","0","28","10","1","37.912094","0","124"
"/Game/Rooms/CAM3/Cam03_CHONKER_Mat.Cam03_CHONKER_Mat","0","28","9","1","38.256969","0","115"
"/Game/Rooms/CAM3/Cam03_FG_Mat.Cam03_FG_Mat","0","28","2","1","37.608448","0","197"
"/Game/Rooms/Office/OfficeRightv2_Mat.OfficeRightv2_Mat","0","28","5","1","34.992989","0","200"
"/Game/Rooms/CAM4/Cam04_CHONKER_Mat.Cam04_CHONKER_Mat","0","28","1","1","39.316345","0","175"
"/Game/Rooms/CAM4/Cam04_BG_Mat.Cam04_BG_Mat","0","28","9","1","38.643234","0","219"
"/Game/Rooms/CAM4/Cam04_FG_Mat.Cam04_FG_Mat","0","28","4","1","38.481499","0","162"
"/Game/Rooms/Office/Mats/OfficeFront_Mat.OfficeFront_Mat","0","14","6","1","24.693045","0","41"
"/Game/Rooms/Office/Mats/OfficeDoor_Door_Mat.OfficeDoor_Door_Mat","0","28","10","1","39.798916","0","107"
"/Game/Rooms/Office/Mats/Desk_Mat.Desk_Mat","0","28","1","1","40.847683","0","150"
"/Game/Rooms/Office/Mats/Monitor_Mat.Monitor_Mat","0","28","9","1","42.782021","0","121"
"/Game/Rooms/Office/Mats/OfficeDoor_BG_Mat.OfficeDoor_BG_Mat","0","28","4","1","42.853889","0","207"
"/Game/Rooms/Office/OfficeRightv2_REDEYES_Mat.OfficeRightv2_REDEYES_Mat","0","28","1","1","40.450813","0","192"
"/Game/Rooms/Office/Mats/OfficeDoorv2_CHONKER_Mat.OfficeDoorv2_CHONKER_Mat","0","28","3","1","43.463631","0","129"
"/Game/Security/CCTV/CCTV_CAM_1_Mat.CCTV_CAM_1_Mat","0","14","1","1","26.973467","0","36"
"/Game/Security/Cameras/SecurityCamera_MAT.SecurityCamera_MAT","49","3","3","1","14.803935","0","3"
"/Game/Security/MAT_ButtonInner.MAT_ButtonInner","49","43","1","1","74.893059","0","879"
"/Game/Rooms/Office/Mats/None_Mat.None_Mat","49","18","1","1","27.126293","0","188"
"/Game/Light/M_FlickFast.M_FlickFast","49","43","1","1","53.068752","0","955"
"/Game/Light/M_FlickSlow.M_FlickSlow","49","43","8","1","72.110023","0","356"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","10","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","43","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","49","0","4","1","0.000000","0","0"
"/Game/Rooms/Office/OfficeDoorv2_Mat.OfficeDoorv2_Mat","49","30","1","1","35.818096","0","488"
"/Game/Rooms/Office/Mats/TransculentBrick_Mat.TransculentBrick_Mat","49","18","1","1","25.740484","0","179"
"/Game/Rooms/Office/OfficeRightv2_CHONKER_Mat.OfficeRightv2_CHONKER_Mat","49","30","1","1","32.112637","0","403"
"/Game/Rooms/Office/OfficeRightv2_Mat.OfficeRightv2_Mat","49","30","1","1","30.191504","0","438"
"/Game/Rooms/Office/Mats/OfficeFront_Mat.OfficeFront_Mat","49","14","1","1","16.373150","0","108"
"/Game/Rooms/Office/Mats/OfficeDoor_Door_Mat.OfficeDoor_Door_Mat","49","30","1","1","32.610008","0","459"
"/Game/Rooms/Office/Mats/OfficeDoor_BG_Mat.OfficeDoor_BG_Mat","49","30","1","1","35.568352","0","400"
"/Game/Rooms/Office/Mats/OfficeDoorv2_CHONKER_Mat.OfficeDoorv2_CHONKER_Mat","49","30","1","1","32.248211","0","459"
"/Game/Security/CCTV/CCTV_CAM_1_Mat.CCTV_CAM_1_Mat","49","14","1","1","17.251499","0","100"
"/Game/Rooms/Office/OfficeRightv2_REDEYES_Mat.OfficeRightv2_REDEYES_Mat","49","30","1","1","32.816837","0","409"
"/Game/Rooms/Office/Mats/Monitor_Mat.Monitor_Mat","49","30","1","1","30.797808","0","351"
"/Game/Rooms/Office/Mats/Desk_Mat.Desk_Mat","49","30","2","1","31.658470","0","381"
"/Game/Rooms/CAM4/Cam04_FG_Mat.Cam04_FG_Mat","49","30","1","1","29.955561","0","243"
"/Game/Rooms/CAM4/Cam04_CHONKER_Mat.Cam04_CHONKER_Mat","49","30","1","1","29.844402","0","320"
"/Game/Rooms/CAM4/Cam04_BG_Mat.Cam04_BG_Mat","49","30","1","1","29.998341","0","404"
"/Game/Rooms/CAM3/Cam03_FG_Mat.Cam03_FG_Mat","49","30","1","1","32.338699","0","416"
"/Game/Rooms/CAM3/Cam03_CHONKER_Mat.Cam03_CHONKER_Mat","49","30","1","1","31.283939","0","234"
"/Game/Rooms/CAM3/Cam03_BGv2_Mat.Cam03_BGv2_Mat","49","30","2","1","31.526579","0","358"
"/Game/Rooms/CAM2/Cam02_FGv4_Mat.Cam02_FGv4_Mat","49","30","1","1","31.657488","0","302"
"/Game/Rooms/CAM3/Cam03_BG_Mat.Cam03_BG_Mat","49","30","1","1","33.233833","0","412"
"/Game/Rooms/CAM2/Cam02_FGv3V1_Mat.Cam02_FGv3V1_Mat","49","30","1","1","31.986534","0","392"
"/Game/Rooms/CAM2/Cam02_FGv2_Mat.Cam02_FGv2_Mat","49","30","1","1","32.514397","0","449"
"/Game/Rooms/CAM2/Cam02_FG_Mat.Cam02_FG_Mat","49","30","1","1","34.473980","0","395"
"/Game/Rooms/CAM2/Cam02_CHONKER_Mat.Cam02_CHONKER_Mat","49","30","4","1","32.486431","0","392"
"/Game/Rooms/CAM2/Cam02_BG_Mat.Cam02_BG_Mat","49","30","1","1","31.903599","0","385"
"/Game/Rooms/CAM2/Cam02_FGv3V2_Mat.Cam02_FGv3V2_Mat","49","30","1","1","33.142334","0","426"
"/Game/Rooms/CAM1/Cam01_FG_Mat.Cam01_FG_Mat","49","30","1","1","30.897150","0","326"
"/Game/Rooms/CAM1/Cam01_CHONKER_Mat.Cam01_CHONKER_Mat","49","30","1","1","32.069653","0","352"
"/Game/Rooms/CAM1/Cam01_BG_Mat.Cam01_BG_Mat","49","14","2","1","16.144016","0","67"
"/Game/Rooms/CAM0/Cam0_FG_Mat.Cam0_FG_Mat","49","30","4","1","33.535751","0","254"
"/Game/Rooms/CAM0/Cam0_CHONKER_Mat.Cam0_CHONKER_Mat","49","30","1","1","30.429918","0","335"
"/Game/Rooms/CAM0/Cam0_BG_Mat.Cam0_BG_Mat","49","14","1","1","18.621794","0","75"
"/Game/Rooms/wheel_Mat.wheel_Mat","49","14","1","1","16.461452","0","99"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","0","23","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","46","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
